chromosome,read interval,reads,length of read,result,status
chr1,"(3447433, 3447447)",1,14,['MinDist5:89362'],['F5']
chr1,"(3449027, 3449048)",1,21,['MinDist5:87761'],['F5']
chr1,"(3449432, 3449457)",1,25,['MinDist5:87352'],['F5']
chr1,"(3449996, 3450006)",3,10,['MinDist5:86803'],['F5']
chr1,"(3450109, 3450120)",1,11,['MinDist5:86689'],['F5']
chr1,"(3450593, 3450610)",1,17,['MinDist5:86199'],['F5']
chr1,"(3450678, 3450706)",2,28,['MinDist5:86103'],['F5']
chr1,"(3451667, 3451678)",1,11,['MinDist5:85131'],['F5']
chr1,"(3452063, 3452083)",1,20,['MinDist5:84726'],['F5']
chr1,"(3452231, 3452242)",1,11,['MinDist5:84567'],['F5']
chr1,"(3452872, 3452900)",1,28,['MinDist5:83909'],['F5']
chr1,"(3453223, 3453237)",2,14,['MinDist5:83572'],['F5']
chr1,"(3454378, 3454388)",1,10,['MinDist5:82421'],['F5']
chr1,"(3454489, 3454516)",1,27,['MinDist5:82293'],['F5']
chr1,"(3454731, 3454742)",1,11,['MinDist5:82067'],['F5']
chr1,"(3455498, 3455525)",1,27,['MinDist5:81284'],['F5']
chr1,"(3456458, 3456471)",1,13,['MinDist5:80338'],['F5']
chr1,"(3457171, 3457196)",2,25,['MinDist5:79613'],['F5']
chr1,"(3457301, 3457321)",1,20,['MinDist5:79488'],['F5']
chr1,"(3457305, 3457330)",1,25,['MinDist5:79479'],['F5']
chr1,"(3457312, 3514612)",1,57300,[],['S']
chr1,"(3457397, 3457425)",1,28,['MinDist5:79384'],['F5']
chr1,"(3457507, 3457515)",1,8,['MinDist5:79294'],['F5']
chr1,"(3457883, 3457895)",1,12,['MinDist5:78914'],['F5']
chr1,"(3458003, 3458015)",2,12,['MinDist5:78794'],['F5']
chr1,"(3458517, 3458527)",1,10,['MinDist5:78282'],['F5']
chr1,"(3458975, 3458989)",2,14,['MinDist5:77820'],['F5']
chr1,"(3459223, 3459233)",1,10,['MinDist5:77576'],['F5']
chr1,"(3459993, 3460012)",1,19,['MinDist5:76797'],['F5']
chr1,"(3460202, 3460230)",1,28,['MinDist5:76579'],['F5']
chr1,"(3460260, 3460280)",1,20,['MinDist5:76529'],['F5']
chr1,"(3461127, 3461137)",1,10,['MinDist5:75672'],['F5']
chr1,"(3461306, 3461315)",1,9,['MinDist5:75494'],['F5']
chr1,"(3461709, 3461720)",1,11,['MinDist5:75089'],['F5']
chr1,"(3461817, 3461838)",1,21,['MinDist5:74971'],['F5']
chr1,"(3464664, 3464674)",1,10,['MinDist5:72135'],['F5']
chr1,"(3464787, 3464799)",2,12,['MinDist5:72010'],['F5']
chr1,"(3465570, 3465584)",1,14,['MinDist5:71225'],['F5']
chr1,"(3465588, 3465611)",1,23,['MinDist5:71198'],['F5']
chr1,"(3466615, 3466627)",1,12,['MinDist5:70182'],['F5']
chr1,"(3467741, 3467767)",1,26,['MinDist5:69042'],['F5']
chr1,"(3467744, 3467772)",1,28,['MinDist5:69037'],['F5']
chr1,"(3467797, 3467825)",1,28,['MinDist5:68984'],['F5']
chr1,"(3468125, 3468142)",1,17,['MinDist5:68667'],['F5']
chr1,"(3468433, 3468443)",2,10,['MinDist5:68366'],['F5']
chr1,"(3468602, 3468628)",1,26,['MinDist5:68181'],['F5']
chr1,"(3468602, 3468627)",1,25,['MinDist5:68182'],['F5']
chr1,"(3468615, 3468639)",1,24,['MinDist5:68170'],['F5']
chr1,"(3469281, 3469293)",2,12,['MinDist5:67516'],['F5']
chr1,"(3469488, 3469514)",3,26,['MinDist5:67295'],['F5']
chr1,"(3469574, 3469602)",1,28,['MinDist5:67207'],['F5']
chr1,"(3469798, 3469809)",1,11,['MinDist5:67000'],['F5']
chr1,"(3470005, 3470016)",1,11,['MinDist5:66793'],['F5']
chr1,"(3470249, 3674024)",2,203775,[],['S']
chr1,"(3470726, 3470739)",1,13,['MinDist5:66070'],['F5']
chr1,"(3470959, 3470974)",2,15,['MinDist5:65835'],['F5']
chr1,"(3471062, 3471075)",1,13,['MinDist5:65734'],['F5']
chr1,"(3471128, 3471141)",1,13,['MinDist5:65668'],['F5']
chr1,"(3471469, 3471481)",1,12,['MinDist5:65328'],['F5']
chr1,"(3471580, 3471594)",1,14,['MinDist5:65215'],['F5']
chr1,"(3471757, 3471785)",1,28,['MinDist5:65024'],['F5']
chr1,"(3471972, 3471986)",4,14,['MinDist5:64823'],['F5']
chr1,"(3472116, 3472139)",1,23,['MinDist5:64670'],['F5']
chr1,"(3473513, 3473524)",2,11,['MinDist5:63285'],['F5']
chr1,"(3473747, 3473758)",1,11,['MinDist5:63051'],['F5']
chr1,"(3474273, 3474284)",1,11,['MinDist5:62525'],['F5']
chr1,"(3474906, 3474917)",1,11,['MinDist5:61892'],['F5']
chr1,"(3475843, 3475854)",2,11,['MinDist5:60955'],['F5']
chr1,"(3476747, 3476775)",1,28,['MinDist5:60034'],['F5']
chr1,"(3477338, 3477350)",1,12,['MinDist5:59459'],['F5']
chr1,"(3477388, 3477416)",1,28,['MinDist5:59393'],['F5']
chr1,"(3477933, 3477961)",3,28,['MinDist5:58848'],['F5']
chr1,"(3478095, 3478123)",1,28,['MinDist5:58686'],['F5']
chr1,"(3478176, 3478186)",2,10,['MinDist5:58623'],['F5']
chr1,"(3478390, 3478406)",2,16,['MinDist5:58403'],['F5']
chr1,"(3478407, 3478419)",2,12,['MinDist5:58390'],['F5']
chr1,"(3479083, 3479108)",1,25,['MinDist5:57701'],['F5']
chr1,"(3479321, 3479334)",1,13,['MinDist5:57475'],['F5']
chr1,"(3479738, 3479750)",1,12,['MinDist5:57059'],['F5']
chr1,"(3480054, 3480067)",1,13,['MinDist5:56742'],['F5']
chr1,"(3480062, 3480080)",1,18,['MinDist5:56729'],['F5']
chr1,"(3480076, 3480094)",1,18,['MinDist5:56715'],['F5']
chr1,"(3480098, 3480108)",1,10,['MinDist5:56701'],['F5']
chr1,"(3480446, 3480458)",1,12,['MinDist5:56351'],['F5']
chr1,"(3480673, 3480692)",1,19,['MinDist5:56117'],['F5']
chr1,"(3480675, 3480688)",3,13,['MinDist5:56121'],['F5']
chr1,"(3481066, 3481079)",1,13,['MinDist5:55730'],['F5']
chr1,"(3481122, 3481135)",1,13,['MinDist5:55674'],['F5']
chr1,"(3481510, 3481520)",1,10,['MinDist5:55289'],['F5']
chr1,"(3481530, 3481541)",1,11,['MinDist5:55268'],['F5']
chr1,"(3483592, 3483608)",1,16,['MinDist5:53201'],['F5']
chr1,"(3484770, 3484791)",1,21,['MinDist5:52018'],['F5']
chr1,"(3485142, 3485156)",1,14,['MinDist5:51653'],['F5']
chr1,"(3485335, 3485346)",1,11,['MinDist5:51463'],['F5']
chr1,"(3487600, 3487613)",1,13,['MinDist5:49196'],['F5']
chr1,"(3488350, 3488373)",1,23,['MinDist5:48436'],['F5']
chr1,"(3490374, 3490402)",1,28,['MinDist5:46407'],['F5']
chr1,"(3490730, 3490741)",2,11,['MinDist5:46068'],['F5']
chr1,"(3490858, 3490883)",2,25,['MinDist5:45926'],['F5']
chr1,"(3491032, 3491045)",1,13,['MinDist5:45764'],['F5']
chr1,"(3491033, 3491044)",1,11,['MinDist5:45765'],['F5']
chr1,"(3491534, 3491556)",1,22,['MinDist5:45253'],['F5']
chr1,"(3491535, 3491563)",1,28,['MinDist5:45246'],['F5']
chr1,"(3492191, 3492202)",1,11,['MinDist5:44607'],['F5']
chr1,"(3492452, 3492463)",1,11,['MinDist5:44346'],['F5']
chr1,"(3493841, 3493852)",1,11,['MinDist5:42957'],['F5']
chr1,"(3494393, 3494405)",1,12,['MinDist5:42404'],['F5']
chr1,"(3496106, 3496118)",2,12,['MinDist5:40691'],['F5']
chr1,"(3496499, 3496509)",2,10,['MinDist5:40300'],['F5']
chr1,"(3497520, 3497530)",1,10,['MinDist5:39279'],['F5']
chr1,"(3499207, 3499220)",1,13,['MinDist5:37589'],['F5']
chr1,"(3500391, 3500403)",1,12,['MinDist5:36406'],['F5']
chr1,"(3500435, 3500447)",1,12,['MinDist5:36362'],['F5']
chr1,"(3501777, 3501789)",1,12,['MinDist5:35020'],['F5']
chr1,"(3502079, 3502090)",1,11,['MinDist5:34719'],['F5']
chr1,"(3502462, 3502473)",1,11,['MinDist5:34336'],['F5']
chr1,"(3502463, 3502476)",1,13,['MinDist5:34333'],['F5']
chr1,"(3503381, 3503393)",1,12,['MinDist5:33416'],['F5']
chr1,"(3503523, 3503537)",1,14,['MinDist5:33272'],['F5']
chr1,"(3504288, 3504298)",1,10,['MinDist5:32511'],['F5']
chr1,"(3504517, 3504527)",1,10,['MinDist5:32282'],['F5']
chr1,"(3505903, 3505914)",1,11,['MinDist5:30895'],['F5']
chr1,"(3507549, 3507558)",1,9,['MinDist5:29251'],['F5']
chr1,"(3507818, 3507836)",2,18,['MinDist5:28973'],['F5']
chr1,"(3507934, 3507944)",1,10,['MinDist5:28865'],['F5']
chr1,"(3508293, 3508304)",1,11,['MinDist5:28505'],['F5']
chr1,"(3508293, 3508303)",1,10,['MinDist5:28506'],['F5']
chr1,"(3510833, 3510851)",1,18,['MinDist5:25958'],['F5']
chr1,"(3512246, 3512257)",1,11,['MinDist5:24552'],['F5']
chr1,"(3513971, 3513982)",1,11,['MinDist5:22827'],['F5']
chr1,"(3515709, 3515722)",1,13,['MinDist5:21087'],['F5']
chr1,"(3516358, 3516373)",1,15,['MinDist5:20436'],['F5']
chr1,"(3516522, 3516533)",1,11,['MinDist5:20276'],['F5']
chr1,"(3516522, 3516550)",1,28,['MinDist5:20259'],['F5']
chr1,"(3516522, 3516538)",1,16,['MinDist5:20271'],['F5']
chr1,"(3516789, 3516808)",1,19,['MinDist5:20001'],['F5']
chr1,"(3517189, 3517201)",1,12,['MinDist5:19608'],['F5']
chr1,"(3517358, 3517369)",1,11,['MinDist5:19440'],['F5']
chr1,"(3517884, 3517899)",1,15,['MinDist5:18910'],['F5']
chr1,"(3518713, 3518724)",1,11,['MinDist5:18085'],['F5']
chr1,"(3519750, 3519760)",1,10,['MinDist5:17049'],['F5']
chr1,"(3519953, 3519965)",2,12,['MinDist5:16844'],['F5']
chr1,"(3521543, 3521553)",1,10,['MinDist5:15256'],['F5']
chr1,"(3521979, 3521990)",1,11,['MinDist5:14819'],['F5']
chr1,"(3522364, 3522376)",1,12,['MinDist5:14433'],['F5']
chr1,"(3523679, 3523691)",1,12,['MinDist5:13118'],['F5']
chr1,"(3523990, 3524003)",1,13,['MinDist5:12806'],['F5']
chr1,"(3525740, 3525752)",1,12,['MinDist5:11057'],['F5']
chr1,"(3527255, 3527266)",1,11,['MinDist5:9543'],['F5']
chr1,"(3527440, 3527450)",2,10,['MinDist5:9359'],['F5']
chr1,"(3528565, 3528578)",1,13,['MinDist5:8231'],['F5']
chr1,"(3529057, 3529070)",1,13,['MinDist5:7739'],['F5']
chr1,"(3529203, 3529213)",1,10,['MinDist5:7596'],['F5']
chr1,"(3530954, 3530966)",1,12,['MinDist5:5843'],['F5']
chr1,"(3531265, 3531275)",1,10,['MinDist5:5534'],['F5']
chr1,"(3532391, 3532405)",3,14,['MinDist5:4404'],['F5']
chr1,"(3533949, 3533968)",1,19,['MinDist5:2841'],['F5']
chr1,"(3533956, 3533968)",3,12,['MinDist5:2841'],['F5']
chr1,"(3534724, 3534736)",1,12,['MinDist5:2073'],['F5']
chr1,"(3535914, 3535926)",1,12,['MinDist5:883'],['F5']
chr1,"(3537004, 3537017)",1,13,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3537436, 3537448)",1,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3538137, 3538161)",1,24,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3538487, 3538499)",2,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3539168, 3539180)",1,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3539517, 3539531)",1,14,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3539698, 3539716)",1,18,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3539702, 3539716)",2,14,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3540571, 3540582)",1,11,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3541104, 3541114)",1,10,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3542511, 3542524)",1,13,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3542724, 3542738)",1,14,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3542891, 3542903)",2,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3543052, 3543063)",2,11,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3543165, 3543180)",1,15,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3544813, 3544828)",1,15,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3546019, 3546033)",1,14,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3546138, 3546150)",1,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3546337, 3546365)",1,28,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3548604, 3548616)",1,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3548667, 3548678)",1,11,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3549100, 3549112)",1,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3549947, 3549968)",1,21,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3550478, 3550495)",1,17,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3550748, 3550758)",1,10,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3550857, 3550867)",2,10,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3551183, 3551194)",1,11,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3551535, 3551549)",1,14,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3551940, 3551957)",1,17,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3551951, 3551964)",1,13,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3552089, 3552101)",1,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3554090, 3554104)",1,14,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3554544, 3554567)",2,23,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3555005, 3555029)",1,24,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3555473, 3555488)",6,15,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3555473, 3555491)",1,18,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3558959, 3558985)",1,26,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3559490, 3561115)",1,1625,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3559537, 3559547)",1,10,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3559585, 3559612)",1,27,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3560164, 3560185)",1,21,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3561570, 3561594)",1,24,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3561936, 3561949)",1,13,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3562967, 3562978)",2,11,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3566932, 3635881)",3,68949,[],['S']
chr1,"(3567240, 3567252)",1,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3568817, 3568834)",1,17,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3568942, 3568953)",1,11,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3569158, 3569174)",1,16,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3572844, 3572854)",1,10,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3573033, 3573043)",1,10,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3574991, 3575002)",1,11,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3576124, 3576147)",1,23,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3576462, 3576473)",1,11,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3577697, 3577709)",1,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3579126, 3579148)",1,22,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3579277, 3579294)",2,17,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3579277, 3579289)",4,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3579587, 3579614)",1,27,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3581410, 3581422)",2,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3582845, 3582857)",1,12,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3583043, 3583066)",2,23,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3583069, 3583080)",3,11,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3583432, 3583458)",1,26,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3583602, 3583616)",1,14,"[['Gm1992-201', 1, 2.0]]",['U']
chr1,"(3584003, 3584015)",2,12,['MinDist3:227'],['3T']
chr1,"(3584468, 3584481)",1,13,['MinDist3:692'],['F3']
chr1,"(3585841, 3585853)",1,12,['MinDist3:2065'],['F3']
chr1,"(3586866, 3586876)",2,10,['MinDist3:3090'],['F3']
chr1,"(3588646, 3588658)",1,12,['MinDist3:4870'],['F3']
chr1,"(3589437, 3589449)",1,12,['MinDist3:5661'],['F3']
chr1,"(3590073, 3590098)",1,25,['MinDist3:6297'],['F3']
chr1,"(3590187, 3590198)",1,11,['MinDist3:6411'],['F3']
chr1,"(3590506, 3590518)",3,12,['MinDist3:6730'],['F3']
chr1,"(3591366, 3591376)",1,10,['MinDist3:7590'],['F3']
chr1,"(3591396, 3591424)",1,28,['MinDist3:7620'],['F3']
chr1,"(3592723, 3592735)",1,12,['MinDist3:8947'],['F3']
chr1,"(3592969, 3592980)",1,11,['MinDist5:9037'],['F5']
chr1,"(3594196, 3594207)",3,11,['MinDist5:7810'],['F5']
chr1,"(3594444, 3594455)",1,11,['MinDist5:7562'],['F5']
chr1,"(3594579, 3594590)",1,11,['MinDist5:7427'],['F5']
chr1,"(3597317, 3597330)",1,13,['MinDist5:4687'],['F5']
chr1,"(3597582, 3597594)",2,12,['MinDist5:4423'],['F5']
chr1,"(3597771, 3597782)",1,11,['MinDist5:4235'],['F5']
chr1,"(3597980, 3597993)",1,13,['MinDist5:4024'],['F5']
chr1,"(3598091, 3598103)",1,12,['MinDist5:3914'],['F5']
chr1,"(3599248, 3599259)",1,11,['MinDist5:2758'],['F5']
chr1,"(3599382, 3599394)",4,12,['MinDist5:2623'],['F5']
chr1,"(3599782, 3599793)",1,11,['MinDist5:2224'],['F5']
chr1,"(3602101, 3602111)",1,10,['Gm7341-201'],['A']
chr1,"(3602154, 3602180)",1,26,['Gm7341-201'],['A']
chr1,"(3602302, 3602312)",2,10,['Gm7341-201'],['A']
chr1,"(3602316, 3602327)",1,11,['Gm7341-201'],['A']
chr1,"(3603774, 3603786)",1,12,['MinDist3:831'],['F3']
chr1,"(3603791, 3603819)",1,28,['MinDist3:848'],['F3']
chr1,"(3604324, 3604336)",1,12,['MinDist3:1381'],['F3']
chr1,"(3604792, 3604813)",1,21,['MinDist3:1849'],['F3']
chr1,"(3606177, 3606194)",1,17,['MinDist3:3234'],['F3']
chr1,"(3606519, 3606529)",3,10,['MinDist3:3576'],['F3']
chr1,"(3608337, 3608349)",1,12,['MinDist3:5394'],['F3']
chr1,"(3608514, 3608526)",1,12,['MinDist3:5571'],['F3']
chr1,"(3608530, 3608552)",1,22,['MinDist3:5587'],['F3']
chr1,"(3608846, 3608856)",1,10,['MinDist3:5903'],['F3']
chr1,"(3609275, 3609287)",1,12,['MinDist3:6332'],['F3']
chr1,"(3610074, 3610088)",2,14,['MinDist3:7131'],['F3']
chr1,"(3610201, 3610215)",1,14,['MinDist3:7258'],['F3']
chr1,"(3610816, 3610844)",4,28,['MinDist3:7873'],['F3']
chr1,"(3611261, 3611272)",1,11,['MinDist3:8318'],['F3']
chr1,"(3611386, 3611407)",2,21,['MinDist3:8443'],['F3']
chr1,"(3611514, 3611524)",1,10,['MinDist3:8571'],['F3']
chr1,"(3611752, 3611770)",2,18,['MinDist3:8809'],['F3']
chr1,"(3612193, 3612221)",1,28,['MinDist3:9250'],['F3']
chr1,"(3612272, 3612297)",1,25,['MinDist3:9329'],['F3']
chr1,"(3612520, 3612530)",1,10,['MinDist3:9577'],['F3']
chr1,"(3613600, 3613613)",1,13,['MinDist3:10657'],['F3']
chr1,"(3614016, 3614044)",1,28,['MinDist3:11073'],['F3']
chr1,"(3615585, 3615596)",2,11,['MinDist3:12642'],['F3']
chr1,"(3616896, 3616910)",1,14,['MinDist3:13953'],['F3']
chr1,"(3620228, 3620252)",1,24,['MinDist3:17285'],['F3']
chr1,"(3621231, 3621259)",1,28,['MinDist3:18288'],['F3']
chr1,"(3621315, 3743237)",1,121922,[],['S']
chr1,"(3621345, 3621355)",2,10,['MinDist3:18402'],['F3']
chr1,"(3621462, 3621472)",2,10,['MinDist3:18519'],['F3']
chr1,"(3622115, 3622125)",1,10,['MinDist3:19172'],['F3']
chr1,"(3623471, 3623498)",1,27,['MinDist3:20528'],['F3']
chr1,"(3623679, 3623691)",1,12,['MinDist3:20736'],['F3']
chr1,"(3624113, 3624123)",1,10,['MinDist3:21170'],['F3']
chr1,"(3624223, 3624234)",1,11,['MinDist3:21280'],['F3']
chr1,"(3625942, 3625954)",1,12,['MinDist3:22999'],['F3']
chr1,"(3625979, 3626007)",1,28,['MinDist3:23036'],['F3']
chr1,"(3626058, 3626081)",1,23,['MinDist3:23115'],['F3']
chr1,"(3626420, 3626434)",2,14,['MinDist3:23477'],['F3']
chr1,"(3626688, 3626699)",1,11,['MinDist3:23745'],['F3']
chr1,"(3627251, 3627262)",1,11,['MinDist3:24308'],['F3']
chr1,"(3628018, 3628028)",1,10,['MinDist3:25075'],['F3']
chr1,"(3628442, 3628469)",3,27,['MinDist3:25499'],['F3']
chr1,"(3629067, 3629095)",1,28,['MinDist3:26124'],['F3']
chr1,"(3629561, 3629571)",1,10,['MinDist3:26618'],['F3']
chr1,"(3629858, 3629870)",1,12,['MinDist3:26915'],['F3']
chr1,"(3630541, 3630551)",1,10,['MinDist3:27598'],['F3']
chr1,"(3631057, 3631074)",1,17,['MinDist3:28114'],['F3']
chr1,"(3632266, 3632277)",1,11,['MinDist3:29323'],['F3']
chr1,"(3633632, 3633643)",1,11,['MinDist3:30689'],['F3']
chr1,"(3636283, 3636311)",1,28,['MinDist3:33340'],['F3']
chr1,"(3637148, 3637161)",1,13,['MinDist3:34205'],['F3']
chr1,"(3637314, 3637342)",1,28,['MinDist3:34371'],['F3']
chr1,"(3637388, 3637414)",1,26,['MinDist3:34445'],['F3']
chr1,"(3639002, 3639030)",1,28,['MinDist3:36059'],['F3']
chr1,"(3640117, 3640132)",1,15,['MinDist3:37174'],['F3']
chr1,"(3640678, 3640689)",1,11,['MinDist3:37735'],['F3']
chr1,"(3641172, 3641185)",1,13,['MinDist3:38229'],['F3']
chr1,"(3641205, 3641216)",1,11,['MinDist3:38262'],['F3']
chr1,"(3641836, 3641850)",1,14,['MinDist3:38893'],['F3']
chr1,"(3641861, 3641878)",1,17,['MinDist3:38918'],['F3']
chr1,"(3642718, 3642741)",1,23,['MinDist3:39775'],['F3']
chr1,"(3642806, 3642827)",1,21,['MinDist3:39863'],['F3']
chr1,"(3642887, 3642899)",1,12,['MinDist3:39944'],['F3']
chr1,"(3643828, 3643854)",1,26,['MinDist3:40885'],['F3']
chr1,"(3645472, 3645495)",1,23,['MinDist3:42529'],['F3']
chr1,"(3645883, 3645894)",1,11,['MinDist3:42940'],['F3']
chr1,"(3645961, 3645977)",1,16,['MinDist3:43018'],['F3']
chr1,"(3647787, 3647798)",1,11,['MinDist3:44844'],['F3']
chr1,"(3649206, 3649217)",1,11,['MinDist3:46263'],['F3']
chr1,"(3650064, 3650075)",1,11,['MinDist3:47121'],['F3']
chr1,"(3650676, 3650687)",1,11,['MinDist3:47733'],['F3']
chr1,"(3650735, 3650746)",1,11,['MinDist3:47792'],['F3']
chr1,"(3651951, 3651975)",3,24,['MinDist3:49008'],['F3']
chr1,"(3652531, 3652544)",2,13,['MinDist3:49588'],['F3']
chr1,"(3652850, 3652863)",1,13,['MinDist3:49907'],['F3']
chr1,"(3653041, 3653052)",2,11,['MinDist3:50098'],['F3']
chr1,"(3655268, 3655279)",3,11,['MinDist3:52325'],['F3']
chr1,"(3655842, 3655854)",1,12,['MinDist3:52899'],['F3']
chr1,"(3657463, 3657474)",1,11,['MinDist3:54520'],['F3']
chr1,"(3657574, 3657584)",1,10,['MinDist3:54631'],['F3']
chr1,"(3657996, 3658022)",1,26,['MinDist3:55053'],['F3']
chr1,"(3659950, 3659978)",1,28,['MinDist3:57007'],['F3']
chr1,"(3660144, 3660169)",1,25,['MinDist3:57201'],['F3']
chr1,"(3660202, 3660224)",1,22,['MinDist3:57259'],['F3']
chr1,"(3660332, 3660348)",1,16,['MinDist3:57389'],['F3']
chr1,"(3660367, 3660380)",2,13,['MinDist3:57424'],['F3']
chr1,"(3660842, 3660853)",1,11,['MinDist3:57899'],['F3']
chr1,"(3662028, 3662039)",1,11,['MinDist3:59085'],['F3']
chr1,"(3663183, 3663193)",1,10,['MinDist3:60240'],['F3']
chr1,"(3664526, 3664554)",2,28,['MinDist3:61583'],['F3']
chr1,"(3664626, 3664654)",1,28,['MinDist3:61683'],['F3']
chr1,"(3667628, 3667647)",1,19,['MinDist3:64685'],['F3']
chr1,"(3667751, 3667779)",1,28,['MinDist3:64808'],['F3']
chr1,"(3668144, 3668154)",1,10,['MinDist3:65201'],['F3']
chr1,"(3668415, 3668427)",1,12,['MinDist3:65472'],['F3']
chr1,"(3668513, 3668526)",1,13,['MinDist3:65570'],['F3']
chr1,"(3669538, 3669562)",1,24,['MinDist3:66595'],['F3']
chr1,"(3669889, 3669899)",1,10,['MinDist3:66946'],['F3']
chr1,"(3670173, 3670185)",1,12,['MinDist3:67230'],['F3']
chr1,"(3670429, 3670442)",1,13,['MinDist3:67486'],['F3']
chr1,"(3671439, 3671450)",4,11,['MinDist3:68496'],['F3']
chr1,"(3671739, 3671756)",1,17,['MinDist3:68796'],['F3']
chr1,"(3671999, 3672016)",2,17,['MinDist3:69056'],['F3']
chr1,"(3672465, 3672476)",1,11,['MinDist3:69522'],['F3']
chr1,"(3672944, 3672962)",1,18,['MinDist3:70001'],['F3']
chr1,"(3673090, 3673104)",1,14,['MinDist3:70147'],['F3']
chr1,"(3673450, 3673470)",1,20,['MinDist3:70507'],['F3']
chr1,"(3673804, 3673832)",1,28,['MinDist3:70861'],['F3']
chr1,"(3673875, 3673892)",1,17,['MinDist3:70932'],['F3']
chr1,"(3674011, 3674024)",5,13,['MinDist3:71068'],['F3']
chr1,"(3675642, 3675653)",2,11,['MinDist3:72699'],['F3']
chr1,"(3675704, 3675732)",1,28,['MinDist3:72761'],['F3']
chr1,"(3676868, 3676879)",1,11,['MinDist5:73498'],['F5']
chr1,"(3676949, 3676966)",1,17,['MinDist5:73411'],['F5']
chr1,"(3678478, 3678503)",2,25,['MinDist5:71874'],['F5']
chr1,"(3679235, 3679254)",2,19,['MinDist5:71123'],['F5']
chr1,"(3680311, 3680323)",1,12,['MinDist5:70054'],['F5']
chr1,"(3680555, 3680566)",1,11,['MinDist5:69811'],['F5']
chr1,"(3681249, 3681272)",1,23,['MinDist5:69105'],['F5']
